"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"9357","RT @DrTOMontgomery: #AnimalRights #ClimateChange #BanTrophyHunting 

In this land with no food or water, I now lie.

Perhaps I am the lucky…",140,56,0,"en",2292,2091,NA,"Humans are just one of millions of species who share this earth. The worst, most destructive arrogant and hateful species ever to walk here.",FALSE
"9358","Thanks to @PeeJayAitch and the @TheProgress for sharing our Letter to the editor encouraging readers to switch to an electric heat pump!

Thanks for helping us get the message out so we can fight #climateChange together.

https://t.co/CIufx7mzq7",245,0,0,"en",186,239,NA,"Grassroots advocacy to fight climate change in the Fraser Valley
Twitter: @FVClimateAction
@fvclimateaction@projectmushroom.social",FALSE
"9359","RT @mcascarano: 📢📢 @UniTrento  and @bancaditalia are co-organizing an academic workshop on the #economics of #climatechange on March 1st! J…",140,9,0,"en",164,641,"https://t.co/upNcsB59lN","Senior Research Fellow @UZH @UZH_BF Banking, corporate finance & climate finance. Econometrics and programming. @megapp@econtwitter.net #StopBurningFossilFuels",FALSE
"9360","RT @j_zabaneh: 📍Zaarour #Lebanon 🇱🇧 
🏔️ 1700 m altitude 

With #ClimateChange &amp; #GlobalWarming hitting hard, the snow season is becoming sh…",144,10,0,"en",110,103,NA,"زحلة عروس البقاع",FALSE
"9361","Can you reach net zero by 2050? See if you can save the planet from the worst effects of climate change. Created by The Financial Times in partnership with Infosys

https://t.co/mbMuTtivY3

#cibsewm #netzero #climatechange https://t.co/xCk0yYu3A9",222,0,0,"en",1262,1400,"https://t.co/1eLO0Jg9DL","The Chartered Institution of Building Services Engineers (CIBSE) West Midlands region",FALSE
"9362","RT @SFEstuary: Happy #FunFishFriday! Although not technically fish, bottlenose dolphins have recently migrated to the #BayArea as waters ha…",140,5,0,"en",686,3364,"https://t.co/a4hFHJ6jsC","Filled to the brim with unpopular opinions",FALSE
"9363","RT @JonathanWNV: While @CPC_HQ can't seem to decide if #ClimateChange is real or not, this government is taking action. 

When our comprehe…",140,50,0,"en",465,673,NA,"🇨🇦 farmer, entrepreneur and political staffer. Make the 🌎 you want to live in. OAC 2020. Chair of the @GuelphFLA, Riding Director for @OYLorg",FALSE
"9364","RT @ThugRaffles: These photos were taken about 10 min apart at Port Germain in SA today. Clear evidence of a small island being swallow by…",139,17,0,"en",2840,5039,NA,"Focus of Twitter shadow banning..Elon Musk, where are you?",FALSE
"9365","Editorial: Newsom's drought order amid wet winter threatens iconic California species
Source: https://t.co/9lNGzODKOY (https://t.co/Ze2tZA5Ius)
#climatechange #drought #news #climateline",186,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9366","Arizona Drought: SRP gives promising update on water supply - Yahoo News
Source: https://t.co/AOElmZDZO6 (https://t.co/5UE2T0NbNQ)
#climatechange #drought #news #climateline",173,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9367","Italy faces another year of severe drought after little winter rain or snow - The Guardian
Source: https://t.co/LqT2nkwVza (https://t.co/XYIZCJAjMO)
#climatechange #drought #news #climateline",191,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9368","Gavin Newsom just declared war on San Francisco Bay
Source: https://t.co/65Ti0qtrMA (https://t.co/pDSALOQnxo)
#climatechange #drought #news #climateline",152,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9369","Water crisis in West: Massive reservoir Lake Powell hits historic low water level - USA Today
Source: https://t.co/dGsYinsWv6 (https://t.co/WJx62RU3bY)
#climatechange #drought #news #climateline",194,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9370","Video: Argentina's drought pushes farmers to the brink - The Globe and Mail
Source: https://t.co/8eEaeU4fmh (https://t.co/FRYrhXwyGe)
#climatechange #drought #news #climateline",176,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9371","Double blow: Syria braces for historic drought after earthquake - Al-Monitor
Source: https://t.co/9jX9zzbmX7 (https://t.co/30Zq2kHsaL)
#climatechange #drought #news #climateline",177,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9372","@globeandmail #Lockdowns: The Door Opener for the Fourth Industrial Revolution and #15MinuteCities https://t.co/JLfGqkMwdO How 'bout a 2 tCOe personal #carbon ration? Then you can live like a Cuban. Except in -40C/F. #cdnpoli #ClimateChange https://t.co/yoP1XTkZ4Y",240,0,1,"en",46843,18209,"http://t.co/8cU0gFWY","A group of earth, atmospheric, solar scientists and engineers who conclude that the sun is the main driver of climate change.Not you.Not CO2. R/T ≠ endorsement.",FALSE
"9373","RT @PaulHBeckwith: Great #climate #cartoon on #climatechange denial:) #Canada #cdnpoli #Ottawa #CPC #onpoli #Ontario #Harpergovernment http…",140,7,0,"en",1275,5001,NA,"A Spiritual Man, Love, Tolerance, Forgiveness, PTSD survivor, Photography allows me to heal on a Daily Basis,",FALSE
"9374","DOCTOR DEAUNA MDMOH? I AM A DOCTOR OF MEDICINE MASTER OF OCCUPATIONAL HEALTH! I AM ALSO AN #EVOMED SPECIALIST A #MATHEMATICIAN AN #EPIDEMIOLOGIST #CLIMATECHANGE #ENGINEER! I AM ""ALL"" IN ONE...what the ""OLD"" DEVOTEES stated! I AGREE! AT MY #STPATRICK/#STJACINTA ""JOINT"" COMMAND!",277,0,0,"en",477,1751,"https://t.co/8eCLq3d31y","I’m sharing the Numbers 11:5 Health Plan, the most effective health plan from the Bible. I'm also sharing our products, our services, and our information.",FALSE
"9375","RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",140,177,0,"en",0,1,NA,"#nftartist
🏀Basketball lover",FALSE
"9376","The climate religious are hypocrite frauds.

#climatechange #globalwarming #carbonfootprint #pollution #environment #earth #climatecrisis #savetheplanet #gogreen #greenenergy #energy #oil #coal #nuclear #ecofriendly https://t.co/hkEka9Y9Qb",215,0,0,"en",129,957,"https://t.co/kNLT6RYaiP","Welcome to Tdubville 👑 where I am King 🤪➡️
https://t.co/Kf73fRQpRu➡️
https://t.co/xDztdHAe5W 🌮🏖💲🔥#life",FALSE
"9377","RT @Confagricoltura: #Siccità: necessario un piano d’azione per evitare gli sprechi e far fronte ai cambiamenti climatici
https://t.co/td5r…",140,5,0,"it",122,119,NA,"non uso ,i dont used ,  Instagram, facebook, flickr, pinterest...!!!  Solo Twitter, im only in Twitter, я пользуюсь 
  толко twitter !!!",FALSE
"9378","Do you agree?

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/5q76DIXr5s",203,0,1,"en",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"9379","RT @PundiXLabs: At #PUNDIX, we care about sustainability and build the products with care. We are also committed to combating #climatechang…",140,235,0,"en",0,3,NA,"⛳️Golf fan
📆24 years",FALSE
"9380","A new study analyses the factors that drive #environmental concern among #Europeans in an effort to understand how we can bolster popular support for combating #climatechange. 

See it here: https://t.co/LX242fz8Sb

#behaviour #climate #environment",248,0,0,"en",2383,768,"https://t.co/FSiVsKASHP","Non-profit organisation (formerly known as NEPCon)
🍃Working for a world where human choices ensure a sustainable future
🌎in 100+ countries",FALSE
"9381","RT @gianni_runco: Ingredienti Hamburger: Cambiamento climatico, pandemie, malattie cardiache, inquinamento idrico, obesità, animali uccisi,…",140,13,0,"it",709,848,NA,"Goo vegan,amore e rispetto per la vita di ogni essere vivente flora e flauna",FALSE
"9382","RT @Climateopp_Pod: We all have a role to play in protecting our planet for future generations.

Reduce waste, donate or resell clothes, cl…",140,1,0,"en",69,344,NA,"🍀Plogga || Artist || Graphic Designer ...amongst other things",FALSE
"9383","RT @AqlilaA: Educating girls to understand and address the impacts of climate change can make a huge difference on the #climatechange crisi…",140,40,0,"en",631,441,NA,"climate activist @RiseUpMovDRC🇨🇩",FALSE
"9384","Before Human-Made Climate Change, Was Earth Actually in a Cooling Phase? https://t.co/118QjFpW42 #climateemergency #climateaction #climatechange #globalwarming #climatecrisis",174,0,0,"en",1392,1420,"https://t.co/4rG6Uq7P5h","Owner - https://t.co/hOXswgGKEP 24/7 CULTURE #antiMAGA #bluewave #democracy #polls #trends #civilrights #elections #ukraine #climateNOW #globalwarming #Jewish #metoo",FALSE
"9385","RT @dheenylkhair: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all j…",140,20,0,"en",5638,1923,"https://t.co/UzBaRRm7bX","Environmentalist & climate champion 🌍 | Founder @fam4future ♻️ | Contact Point 🇳🇬 @COY17eg | Green Youth Caravan ‘22 @GreenWallAfrica | Champion @ggwnigeria",FALSE
"9386","RT @dheenylkhair: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all j…",140,20,0,"en",631,441,NA,"climate activist @RiseUpMovDRC🇨🇩",FALSE
"9387","RT @IOMAsiaPacific: 🛎️Consultancy opportunity
Join us to conduct research on UN interagency mechanisms across the #Asia-#Pacific region in…",139,11,0,"en",702,4997,NA,"🇺🇳 official prov. based in 🇬🇦. Part of the IOM family since 2011. Committed international public servant and feminist. Also served in 🇸🇱🇳🇪🇸🇳🇹🇭🇧🇴.",FALSE
"9388","RT @patriciakombo: I have been documenting effects #Droughts as a result of #climatechange 
Today I visited Emining in Baringo county and w…",140,55,0,"en",5638,1923,"https://t.co/UzBaRRm7bX","Environmentalist & climate champion 🌍 | Founder @fam4future ♻️ | Contact Point 🇳🇬 @COY17eg | Green Youth Caravan ‘22 @GreenWallAfrica | Champion @ggwnigeria",FALSE
"9389","Happy #FunFishFriday! Although not technically fish, bottlenose dolphins have recently migrated to the #BayArea as waters have warmed along the Central and Northern California coast due to #climatechange. PC: @TMMC https://t.co/1wq2AeaVWa",214,5,13,"en",1281,812,"https://t.co/hEgntuUr1f","San Francisco Estuary Partnership is the National Estuary Program for the San Francisco Estuary. We work collaboratively toward a healthy, resilient future!",FALSE
"9390","RT @patriciakombo: I have been documenting effects #Droughts as a result of #climatechange 
Today I visited Emining in Baringo county and w…",140,55,0,"en",631,441,NA,"climate activist @RiseUpMovDRC🇨🇩",FALSE
"9391","If you want to learn about utility-scale solar and its many benefits to your community, C4EE will host a Utility-Scale Solar Workshop in Glasgow, KY, this February 21.

Click the link to register now! https://t.co/dvkeDYuUU2

#climatechange #environment #energy #C4EE https://t.co/3b1gG2hqpr",267,0,0,"en",146,249,"https://t.co/Qz8qVWmirn","The Center for Energy Education (C4EE) is a 501(c)(3) nonprofit organization and a center for renewable energy research, education and workforce development.",FALSE
"9392","Malpass steps down as head of the World Bank after increased pressure following his approach to climate change. #DavidMalpass #WorldBank #ClimateChange #ParisAgreement #EndClimateChange
https://t.co/vbGiYuGsB7",209,0,0,"en",356,2369,"https://t.co/b8AKEUwl43","Climate risk is financial risk.  We help investors value the impact of inaction and help stop climate change quickly.",FALSE
"9393","Climate resilience, the ability to adapt to and mitigate the effects of #climatechange, is central to @USAID’s #ClimateStrategy. The Climate Resilient Cities Activity is advancing #resilience and green #development in the #Philippines. https://t.co/sABToyQtOb",259,0,0,"en",2507,740,"https://t.co/bo8zsoUgEN","A global knowledge portal for climate change and development practitioners.

#climatechange #climateaction #globaldev #cleanenergy #sustainabledevelopment",FALSE
"9394","RT @waste4walkitare: Let's join forces to reduce waste. #WasteManagement and fight #ClimateChange. #MakeAChange @aesanjay @ECOWARRIORSS @Je…",140,1,0,"en",8979,3084,NA,"#GlobalClimateJustice 🌍🌏🌎 @SaveCongoForest
@SosSaturdays @Fridays4future @ActOnSahel #wednesdays4wildlife #StopShell #savethanoforest #SaveMollem #Savebargny",FALSE
"9395","It is important to understand what is happening with the #climate, it cannot be joked about. We can only get out of climate problems in a Creative Society.
#climate #climatecrisis #climatechange 
#GlobalCrisis #CreativeSociety #SurvivalinUnity https://t.co/1kOqWXSApb https://t.co/n0he47G6Gs",267,0,0,"en",79,26,NA,"I suport Creative Society https://t.co/8XhwJNtwMf",FALSE
"9396","I often think of this film. I mean, how lucky is the villain? His last meal is a can of oil.

Dreams!

Love,

jk. 

#alberta #oilsands #forever #ClimateChange https://t.co/6NIvJ2yKlC",158,0,0,"en",58,152,NA,"I decimated a province of over four million people. Follow me to find out where my various board appointments and other kickbacks take me. Reject the Premise!",FALSE
"9397","@_GlobalCrisis_ It is important to understand what is happening with the #climate, it cannot be joked about. We can only get out of climate problems in a Creative Society.
#climate #climatecrisis #climatechange 
#GlobalCrisis #CreativeSociety #SurvivalinUnity https://t.co/cL6N2Go9pb",259,0,1,"en",79,26,NA,"I suport Creative Society https://t.co/8XhwJNtwMf",FALSE
"9398","Let's join forces to reduce waste. #WasteManagement and fight #ClimateChange. #MakeAChange @aesanjay @ECOWARRIORSS @Jesusgirl2019 @SHFund__ @endelstamberg @HustleFundVC @WorldviewInter1 @WasteAid @EndPlasticWaste @SNVworld @MSDS_Mali @ejfoundation @LACitySAN @EndPlasticWaste",275,1,2,"en",86,213,"https://t.co/mzG1h3J5BP","Entrepreneur, Believe in change is possible if you stand up for it...",FALSE
